Object ID	Elongation Factor 	Circularity 	Mean Intensity DAPI	Total Intensity DAPI	Total Intensity telo 550	Mean Intensity telo 550	Total Intensity 53BP1 647	Mean Intensity 53BP1 647	telo550_spots  Counts 	53bp1_spots  Counts 	Well 	Center X 	Center Y 	Area 	total_intensity_telo 	total_intensity_bp1 	mean-550-withoutspots 	total_area_telo 	area_dif_telo 	int_dif_telo 	mean-53bp1-withoutspots 	int_dif_telo 	area_dif_telo 	Parent Object ID (Well)	Parent Trace ID
18880	1.7697923	0.95950422	273.48831	479972	65554	37.352707	179055	102.02564	0	2	6	323	87	1755	0	9940	37.352707	0	1755	65554	99.772861	179055	1695	5	-1
18881	1.8612593	0.95090499	276.50568	511259	59781	32.331532	151268	81.810707	3	1	6	984.5	89.5	1849	17893	6945	24.212717	119	1730	41888	79.957341	133375	1805	5	-1
18882	1.5507812	0.97007699	405.79138	517384	42623.004	33.429806	139348	109.29255	3	0	6	1642	97	1275	13409	0	24.611629	88	1187	29214.004	109.29255	125939	1275	5	-1
18883	1.4530463	0.98471131	235.64038	511104	37902	17.474413	255294	117.70125	0	0	6	1834.5	103.5	2169	0	0	17.474412	0	2169	37902	117.70124	255294	2169	5	-1
18884	1.6612272	0.97090499	333.3898	509753	52245.996	34.170044	133748	87.474167	2	2	6	1095.5	100.5	1529	16605.999	53053	24.905658	98	1431	35639.997	57.230497	117142	1410	5	-1
18885	2.1203228	0.94813345	348.39261	472072	25542.002	18.850185	161807	119.41476	0	0	6	1909.5	101	1355	0	0	18.850186	0	1355	25542.002	119.41476	161807	1355	5	-1
18886	1.5561497	0.98742037	486.83624	1088079	69200	30.961969	271943	121.67472	2	0	6	793.5	109	2235	8058	0	27.969808	49	2186	61142	121.67472	263885	2235	5	-1
18887	1.4925781	0.94520676	447.81482	1117298	269137	107.87054	479842	192.32144	0	0	6	943	114.5	2495	0	0	107.87054	0	2495	269137	192.32144	479842	2495	5	-1
18888	1.6144908	0.96858362	351.11331	511220.97	34820	23.914835	126485	86.871567	2	1	6	1697.5	110.5	1456	6869	28531	19.936519	54	1402	27951	74.489734	119616	1315	5	-1
18889	1.8312388	0.95791404	315.11072	520878.03	31670.002	19.159105	157276	95.145798	1	2	6	1197.5	118.5	1653	1340	30624.002	18.527796	16	1637	30330.002	85.749491	155936	1477	5	-1
18890	2.0709855	0.95294693	395.8316	573560	65056	44.897171	211277	145.80884	0	0	6	1446.5	134.5	1449	0	0	44.89717	0	1449	65056	145.80883	211277	1449	5	-1
18891	2.0193655	0.9502684	456.37878	1101242	45309	18.77704	329121	136.39494	0	0	6	640.5	140	2413	0	0	18.777041	0	2413	45309	136.39494	329121	2413	5	-1
18892	1.8396914	0.96722428	382.11145	888027	136452	58.714287	291107	125.26118	1	0	6	78.5	149.5	2324	661	0	58.682368	10	2314	135791	125.26119	290446	2324	5	-1
18893	1.9503372	0.95328117	332.59555	539470	41414	25.532675	147027	90.6455	2	1	6	1589	151	1622	6742	55107	22.05598	50	1572	34672	63.833333	140285	1440	5	-1
18894	1.6581777	0.92545653	676.53375	2313069	296177	86.626793	374462	109.52383	8	0	6	1240	165	3419	23361	0	83.840197	165	3254	272816	109.52384	351101	3419	5	-1
18895	1.8132221	0.97445649	294.38803	457479	34085	21.93372	169410	109.01544	0	0	6	2012	148	1554	0	0	21.933719	0	1554	34085	109.01544	169410	1554	5	-1
18896	1.6842812	0.97714199	245.37985	543271	63033	28.47019	288301	130.21725	1	0	6	345	161	2214	2447	0	27.677478	25	2189	60586	130.21725	285854	2214	5	-1
18897	2.0490601	0.94766032	454.96005	979529	46933.996	21.799349	332408	154.39294	3	0	6	1852	159	2153	7514	0	19.043476	83	2070	39419.996	154.39294	324894	2153	5	-1
18898	2.0432156	0.954797	340.71555	729472	48629	22.713219	336971	157.38954	3	0	6	1729.5	173.5	2141	5873	0	20.575553	63	2078	42756	157.38954	331098	2141	5	-1
18899	1.6135759	0.94186007	480.52377	1050425	39681	18.152332	236614	108.24062	1	0	6	474.5	182.5	2186	829.00006	0	17.862988	11	2175	38852	108.24062	235785	2186	5	-1
18900	1.517321	0.96784236	429.26495	732326	32289	18.926729	213929	125.39801	2	0	6	1093	185	1706	2944	0	17.519403	31	1675	29345	125.39801	210985	1706	5	-1
18901	1.8242459	0.95405421	326.25336	557567	56028.996	32.784668	165441	96.805733	2	0	6	1536	188	1709	15168	0	25.176214	86	1623	40860.996	96.805734	150273	1709	5	-1
18902	1.9991981	0.95473505	447.40503	1104643	79620	32.247875	427889	173.30458	1	0	6	553	201.5	2469	14495	0	27.478903	99	2370	65125	173.30458	413394	2469	5	-1
18903	1.5133303	0.9864022	474.68576	1043834	40348	18.348341	362769	164.96999	0	0	6	1343.5	196.5	2199	0	0	18.34834	0	2199	40348	164.96999	362769	2199	5	-1
18904	1.6013932	0.98416198	398.88391	1023935	45130	17.580833	317288	123.60265	0	0	6	1392.5	201.5	2567	0	0	17.580834	0	2567	45130	123.60265	317288	2567	5	-1
18905	1.8555417	0.93740055	526.96338	834183	28311.002	17.884398	195157	123.283	0	0	6	1021	196	1583	0	0	17.884398	0	1583	28311.002	123.28301	195157	1583	5	-1
18906	1.6719243	0.98515695	433.3421	1086822	54413	21.695774	258937	103.24442	0	2	6	811	208	2508	0	20051	21.695774	0	2508	54413	99.952301	258937	2390	5	-1
18907	1.8993506	0.95233518	409.55792	1000550	43275	17.713877	370056	151.47606	0	0	6	1864.5	212	2443	0	0	17.713876	0	2443	43275	151.47605	370056	2443	5	-1
18908	1.662069	0.98249105	555.55188	1353879.9	66021	27.091095	295199	121.13213	3	0	6	1127	215	2437	17546	0	20.66283	91	2346	48475	121.13213	277653	2437	5	-1
18909	1.6017241	0.98758562	320.87177	740572.06	51799	22.443241	337081	146.04897	1	0	6	1669	219.5	2308	11911	0	17.704394	55	2253	39888	146.04896	325170	2308	5	-1
18910	1.7951084	0.96477568	266.54639	571742	50899	23.729137	269876	125.81631	1	0	6	649.5	220.5	2145	3658	0	22.272984	24	2121	47241	125.81632	266218	2145	5	-1
18911	1.6210566	0.98504983	279.54565	734646	112376	42.761036	296208	112.71233	0	0	6	1991.5	232	2628	0	0	42.761035	0	2628	112376	112.71233	296208	2628	5	-1
18912	1.5452458	0.96286249	627.26019	1335437	47409	22.268202	324624	152.47722	1	0	6	1016	237.5	2129	6950	0	19.545411	59	2070	40459	152.47722	317674	2129	5	-1
18913	2.0424367	0.93719864	390.58276	561658	43512	30.258692	206450	143.56746	2	0	6	1508.5	236.5	1438	6579	0	26.666426	53	1385	36933	143.56745	199871	1438	5	-1
18914	1.6882022	0.96291099	338.60306	597973	59764	33.84145	188926	106.97961	1	3	6	262.5	241.5	1766	1216	26071	33.417808	14	1752	58548	99.972376	187710	1629	5	-1
18915	1.9055168	0.96032837	322.90179	506310	89550	57.11097	158984	101.39286	1	1	6	162	243	1568	20792	3579	46.332884	84	1484	68758	100.45572	138192	1547	5	-1
18916	1.6112311	0.97941206	574.91827	2364064	256219	62.310066	768593	186.91464	3	0	6	849	263.5	4112	16176	0	61.376374	201	3911	240043	186.91464	752417	4112	5	-1
18917	1.6313159	0.96944408	320.52985	569261	46200	26.013514	178832	100.6937	1	0	6	1428.5	255.5	1776	9179	0	21.42419	48	1728	37021	100.69369	169653	1776	5	-1
18918	2.1742535	0.94561898	433.59903	880206	72117	35.525616	279772	137.81873	2	0	6	22.5	265.5	2030	5794	0	33.244612	35	1995	66323	137.81872	273978	2030	5	-1
18919	1.7009078	0.97951776	253.2397	528258	47441	22.742569	184751	88.567116	1	2	6	1782	264.5	2086	3767	20481.999	21.30439	36	2050	43674	83.853497	180984	1959	5	-1
18920	2.0130255	0.95678588	311.44055	523843	66252	39.388824	149275	88.748512	0	1	6	367	259	1682	0	36022	39.388823	0	1682	66252	73.445525	149275	1542	5	-1
18921	1.8767967	0.96135543	359.41702	870508	52455	21.657721	218211	90.095375	1	3	6	1271.5	272.5	2422	2733	22566	20.665835	16	2406	49722	85.509178	215478	2288	5	-1
18922	1.7743129	0.93796948	306.06815	561329	64837.996	35.353325	222126	121.11559	3	1	6	736	281	1834	20910	100179	25.599065	118	1716	43927.996	72.243483	201216	1688	5	-1
18923	1.8241849	0.96442426	399.87817	961707	41237	17.146362	263019	109.36341	0	0	6	1954.5	296.5	2405	0	0	17.146362	0	2405	41237	109.36341	263019	2405	5	-1
18924	1.7893375	0.94647545	294.37167	563133	39829	20.820177	204411	106.85363	0	0	6	1570	297	1913	0	0	20.820178	0	1913	39829	106.85363	204411	1913	5	-1
18925	1.5295455	0.97662456	502.28006	1090450	44156	20.339014	403136	185.69139	1	0	6	1646	298	2171	875	0	20.0375	11	2160	43281	185.69139	402261	2171	5	-1
18926	1.835056	0.95788126	441.8219	1017074	47753	20.744135	306290	133.05386	1	0	6	1876	303.5	2302	4845	0	18.969054	40	2262	42908	133.05387	301445	2302	5	-1
18927	1.6978074	0.93850251	290.69125	299412	19215	18.65534	180959	175.68835	0	0	6	1181.5	295.5	1030	0	0	18.65534	0	1030	19215	175.68835	180959	1030	5	-1
18928	1.9459635	0.95163122	466.29077	712026	24595	16.106745	267764	175.35298	0	0	6	1142	304.5	1527	0	0	16.106745	0	1527	24595	175.35298	267764	1527	5	-1
18929	1.9493177	0.94320911	427.48279	1080249	58075	22.981796	270391	107.00079	2	4	6	516	311.5	2527	11528	9449	19.226353	106	2421	46547	105.43111	258863	2475	5	-1
18930	1.7913907	0.94788782	85.722404	25630.998	11291	37.762543	6033	20.177258	2	0	6	141	303	299	2328	0	33.073801	28	271	8963	20.177258	3705	299	5	-1
18931	2.1341386	0.93679547	361.64108	565245	69541	44.492004	153122	97.966728	1	0	6	1497	316	1563	31052.002	0	26.182992	93	1470	38488.998	97.966731	122070	1563	5	-1
18932	1.9598174	0.96047703	260.94629	568341	40699	18.686409	187311	86.001381	0	0	6	1721.5	329.5	2178	0	0	18.68641	0	2178	40699	86.001377	187311	2178	5	-1
18933	1.7731128	0.97121246	326.44199	768118	44963	19.108797	225547	95.85508	0	4	6	241	337.5	2353	0	19493	19.108797	0	2353	44963	91.538872	225547	2251	5	-1
18934	1.8250134	0.9670665	287.23962	533404	54925	29.577274	286130	154.08185	1	0	6	635	331.5	1857	3510	0	28.157174	31	1826	51415	154.08185	282620	1857	5	-1
18935	1.4350775	0.98574389	260.51291	535354	61680	30.014599	183971	89.523598	0	1	6	1818	336.5	2055	0	19007	30.014599	0	2055	61680	85.076844	183971	1939	5	-1
18936	1.7815943	0.9281257	600.29926	910654	28660.998	18.893209	265864	175.25642	0	0	6	885	331.5	1517	0	0	18.893209	0	1517	28660.998	175.25643	265864	1517	5	-1
18937	1.6281847	0.97948798	397.78088	994850	93536	37.399441	326764	130.65334	1	0	6	2014.5	339	2501	12550	0	33.1638	59	2442	80986	130.65334	314214	2501	5	-1
18938	1.9059041	0.90714615	421.24496	440201	17567	16.810526	193800	185.45454	0	0	6	927	332.5	1045	0	0	16.810526	0	1045	17567	185.45455	193800	1045	5	-1
18939	1.7954823	0.96949351	322.49908	525351	69409	42.608349	201943	123.96747	3	1	6	111	345	1629	24235	1778	31.004804	172	1457	45174	123.63496	177708	1619	5	-1
18940	1.8535216	0.93270646	853.64301	4560161	137321	25.705915	1379353	258.20911	0	0	6	1348.5	374	5342	0	0	25.705915	0	5342	137321	258.2091	1379353	5342	5	-1
18941	1.8962496	0.96869593	325.57794	927246	47441.996	16.658005	189662	66.594803	0	1	6	441	377.5	2848	0	2088	16.658004	0	2848	47441.996	66.117025	189662	2837	5	-1
18942	2.0703753	0.94095445	374.17484	556398	44145	29.68729	124933.01	84.016815	1	1	6	1533.5	359	1487	11843	27602	22.525802	53	1434	32302	73.512846	113090.01	1324	5	-1
18943	2.1620648	0.93338805	386.47687	634595	62254	37.913521	269240	163.97076	1	0	6	1140.5	373.5	1642	9638	0	33.470738	70	1572	52616	163.97077	259602	1642	5	-1
18944	1.4696262	0.96697496	579.88403	985223	37888	22.300177	277436	163.2937	1	0	6	933	370.5	1699	7204	0	18.607641	50	1649	30684	163.2937	270232	1699	5	-1
18945	1.7057917	0.97014891	331.98087	1075286	62137	19.184008	288368	89.029945	1	2	6	351	381	3239	9559	9784	16.492472	51	3188	52578	87.687756	278809	3177	5	-1
18946	1.7511618	0.95927739	420.22137	979536	53312	22.870871	336246	144.24968	2	0	6	1068.5	390	2331	8599	0	19.602367	50	2281	44713	144.24968	327647	2331	5	-1
18947	1.6676357	0.97398202	549.98334	562083	72127	70.574364	116947	114.42955	1	2	6	563	380	1022	3311	58143	69.301108	29	993	68816	70.339713	113636	836	5	-1
18948	1.5577789	0.98784331	550.09607	1093591	54195	27.261066	377727	190.00352	0	0	6	1778.5	386.5	1988	0	0	27.261066	0	1988	54195	190.00352	377727	1988	5	-1
18949	1.9192358	0.94293115	450.97131	1021450	44398	19.601767	292940	129.33333	0	0	6	1945.5	408.5	2265	0	0	19.601766	0	2265	44398	129.33333	292940	2265	5	-1
18950	1.5779175	0.96274992	393.70407	561422	65165.004	45.697758	137162	96.186539	2	0	6	1518.5	415	1426	30403	0	26.314916	105	1321	34762.004	96.186536	106759	1426	5	-1
18951	1.7888307	0.96666639	349.82486	799000	50732	22.211908	270963	118.63529	0	0	6	1627	424.5	2284	0	0	22.211909	0	2284	50732	118.63529	270963	2284	5	-1
18952	1.5929603	0.94391547	522.32745	564636	55320	51.174839	118315	109.44958	3	1	6	600	421	1081	11166	54161	44.510081	89	992	44154	70.810155	107149	906	5	-1
18953	1.5732625	0.97508276	238.24789	536296	59053	26.234118	298652.03	132.67526	1	0	6	671	432	2251	6141	0	23.963768	43	2208	52912	132.67527	292511.03	2251	5	-1
18954	2.0757083	0.94650015	514.81146	1103241	53176	24.813812	289798	135.23006	1	0	6	553.5	437.5	2143	10346	0	20.761028	80	2063	42830	135.23005	279452	2143	5	-1
18955	1.4448768	0.97365933	599.56427	1837064.9	73732	24.063969	495843	161.82866	3	0	6	839	446.5	3064	5022	0	22.84242	56	3008	68710	161.82866	490821	3064	5	-1
18956	2.0537591	0.94802385	351.35782	866097	50609	20.531034	233142	94.580933	2	1	6	266	455	2465	2872	2525	19.644856	35	2430	47737	94.05261	230270	2452	5	-1
18957	1.6982001	0.95518099	444.33475	1047297	50284	21.333899	317566	134.73314	1	0	6	1192	458.5	2357	1425	0	20.870995	16	2341	48859	134.73314	316141	2357	5	-1
18958	2.3455732	0.92548639	222.19565	540602	68525	28.164818	221594	91.078506	1	0	6	1884.5	472	2433	8405	0	25.133779	41	2392	60120	91.078504	213189	2433	5	-1
18959	2.0419054	0.95671012	377.03616	1042882	78819	28.495661	308492	111.53001	0	5	6	70	487	2766	0	42828	28.495662	0	2766	78819	104.42767	308492	2544	5	-1
18960	1.8100993	0.97195756	346.80856	800781	89195	38.629276	296038	128.21048	2	0	6	1703.5	476	2309	24967	0	29.207822	110	2199	64228	128.21048	271071	2309	5	-1
18961	2.1959319	0.91049434	352.28125	825395	83447.992	35.615875	310455	132.5032	1	1	6	196.5	485.5	2343	5689	1757.0001	33.560204	26	2317	77758.992	132.37479	304766	2332	5	-1
18962	2.4944974	0.90424435	425.30457	576713	60864	44.884956	177054	130.5708	1	0	6	1542.5	481.5	1356	21744	0	31.047619	96	1260	39120	130.5708	155310	1356	5	-1
18963	1.6604464	0.97731967	412.88696	1125117	79948	29.338717	292695	107.41101	2	0	6	1018.5	489	2725	29896	0	19.154994	112	2613	50052	107.41101	262799	2725	5	-1
18964	2.162446	0.91832422	348.21613	552619	45709	28.802143	120649	76.023315	3	0	6	380	487	1587	10562	0	23.400133	85	1502	35147	76.023314	110087	1587	5	-1
18965	1.9842105	0.94964708	340.92084	577179	38251	22.59362	161758	95.545189	0	1	6	1483.5	498	1693	0	2336	22.593621	0	1693	38251	95.007151	161758	1678	5	-1
18966	6.5501166	0.6405207	240.7619	101120	13512	32.171429	20318	48.37619	1	0	6	6	501.5	420	5257	0	21.275773	32	388	8255	48.37619	15061	420	5	-1
18967	2.7836257	0.853665	309.63635	367848	20781	17.492424	108388	91.235687	1	0	6	2034	511	1188	884	0	16.919218	12	1176	19897	91.23569	107504	1188	5	-1
18968	1.9568538	0.95973702	208.46703	543682	152255	58.379986	214883	82.393791	0	1	6	1826	516.5	2608	0	13617	58.379985	0	2608	152255	79.332282	214883	2537	5	-1
18969	1.8984199	0.95566748	635.5282	1115352	108895	62.048431	311191	177.3168	1	0	6	764.5	516.5	1755	1579	0	61.924986	22	1733	107316	177.31681	309612	1755	5	-1
18970	1.4788975	0.97430585	567.37317	650777	64159	55.936356	250267	218.19267	0	0	6	1273	515.5	1147	0	0	55.936356	0	1147	64159	218.19268	250267	1147	5	-1
18971	1.8112401	0.96271079	352.50308	573875	60918	37.418919	168082	103.24447	1	0	6	1429	531	1628	17729	0	27.544005	60	1568	43189	103.24447	150353	1628	5	-1
18972	1.7893536	0.95102033	401.93414	1049852	54392.004	20.823891	317125	121.4108	1	0	6	1093	538.5	2612	5875	0	18.812332	33	2579	48517.004	121.4108	311250	2612	5	-1
18973	1.5544681	0.98039945	485.6738	1135991	62083	26.54254	422299	180.54681	2	0	6	480.5	534.5	2339	4010	0	25.381556	51	2288	58073	180.54681	418289	2339	5	-1
18974	1.6741573	0.97205748	398.16254	563400	32306	22.831095	163759	115.73074	0	0	6	1331	536.5	1415	0	0	22.831095	0	1415	32306	115.73074	163759	1415	5	-1
18975	2.5198188	0.91725403	354.51761	623951	70473	40.041477	202009	114.77784	1	0	6	1563.5	539	1760	2447	0	39.050517	18	1742	68026	114.77784	199562	1760	5	-1
18976	1.6848859	0.98043932	527.6463	1103836	84385	40.336998	395624	189.11281	1	0	6	589.5	550	2092	11961.001	0	36.03184	82	2010	72423.999	189.11281	383663	2092	5	-1
18977	2.3263158	0.91801944	348.11868	557338	56775	35.462212	146538	91.529045	2	1	6	366.5	550	1601	8979	28407	31.362205	77	1524	47796	82.782761	137559	1427	5	-1
18978	1.7497156	0.95982312	313.42508	550061	51587	29.394302	188847	107.60513	1	1	6	693	556.5	1755	3237	11144	28.028986	30	1725	48350	105.21196	185610	1689	5	-1
18979	1.7603364	0.97546617	314.58109	894354	153180	53.879704	297912	104.7879	1	0	6	1920	567.5	2843	2101	0	53.650213	27	2816	151079	104.7879	295811	2843	5	-1
18980	2.5057859	0.89748891	272.59686	557188	79177	38.736301	145904	71.381607	2	1	6	1687.5	557	2044	15447	2635	32.799794	101	1943	63730	70.645464	130457	2028	5	-1
18981	1.4826687	0.97550466	429.20789	1133538	51423	19.471033	411328.97	155.74744	0	0	6	879.5	565.5	2641	0	0	19.471034	0	2641	51423	155.74743	411328.97	2641	5	-1
18982	1.7997228	0.95592384	378.60797	541788	51411	35.926624	154155	107.72536	1	1	6	1198.5	561.5	1431	22470	83601	21.34292	75	1356	28941	54.693023	131685	1290	5	-1
18983	1.854936	0.92170846	433.14328	1716980	131939	33.284309	434645	109.64809	5	5	6	974	589	3964	37663	21126	24.881499	175	3789	94276	107.63118	396982	3842	5	-1
18984	2.012008	0.94230523	369.80215	551375	41790	28.02817	189588	127.15493	1	0	6	1236.5	587	1491	7855.0005	0	23.227241	30	1461	33935	127.15493	181733	1491	5	-1
18985	1.7604833	0.9224364	457.92776	614997	42815	31.880119	118429	88.182426	1	2	6	909.5	589.5	1343	6181	10479	28.420481	54	1289	36634	84.204368	112248	1282	5	-1
18986	1.8145695	0.94818475	375.76877	555762	54503	36.85125	132269	89.431374	2	1	6	254.5	591	1479	19418	36965	25.68448	113	1366	35085	73.593822	112851	1295	5	-1
18987	2.2060201	0.90092125	380.28104	557492	57822	39.44202	141591	96.583221	1	1	6	332	595.5	1466	1637	57509	38.694904	14	1452	56185	63.029985	139954	1334	5	-1
18988	1.9861232	0.95046745	380.0441	870301	78486	34.273361	250592	109.42882	5	3	6	57	592.5	2290	20800	18099	27.223219	171	2119	57686	105.58265	229792	2202	5	-1
18989	1.4822888	0.97855034	294.5257	538982	36898	20.162842	122866	67.139893	0	0	6	1335	601.5	1830	0	0	20.162842	0	1830	36898	67.139891	122866	1830	5	-1
18990	2.5412466	0.89716802	273.70596	587373	117467	54.737652	156206	72.789375	1	0	6	1543.5	616	2146	7001	0	52.452991	40	2106	110466	72.789376	149205	2146	5	-1
18991	1.7759914	0.95402567	612.02271	566121	53230	57.545944	71196	76.968651	0	1	6	1140.5	611	925	0	17580	57.545946	0	925	53230	64.753623	71196	828	5	-1
18992	2.4208566	0.91192656	255.71516	544929	52265	24.526045	136819	64.204132	3	0	6	1727.5	619.5	2131	5901	0	22.441433	65	2066	46364	64.20413	130918	2131	5	-1
18993	1.5181125	0.98464985	312.33191	653086	61377	29.352942	245928	117.61263	3	0	6	1408	629.5	2091	9490	0	25.610563	65	2026	51887	117.61263	236438	2091	5	-1
18994	1.8686181	0.93590194	378.07974	545191	37878	26.267683	161182	111.7767	0	1	6	1278	629	1442	0	51240	26.267684	0	1442	37878	81.741264	161182	1345	5	-1
18995	1.8752654	0.95913859	582.05341	1089604	173480	92.670937	333586	178.19765	0	0	6	643	629.5	1872	0	0	92.67094	0	1872	173480	178.19765	333586	1872	5	-1
18996	1.8437664	0.96306125	281.87698	531620	41142	21.814423	176117	93.381233	0	1	6	1995.5	644.5	1886	0	2431	21.814422	0	1886	41142	92.880214	176117	1870	5	-1
18997	1.593988	0.97262119	476.13205	1175570	87449	35.418793	499076	202.1369	1	0	6	855.5	653	2469	8037	0	33.240686	80	2389	79412	202.1369	491039	2469	5	-1
18998	1.8350112	0.96065343	313.26825	558244	39265	22.034231	219388	123.11336	0	1	6	774	645	1782	0	2058	22.034231	0	1782	39265	122.85472	219388	1769	5	-1
18999	1.5921325	0.96724305	607.05719	573062	51177	54.212925	102059	108.11335	2	0	6	1167	651.5	944	4439.0001	0	51.304061	33	911	46738	108.11335	97620	944	5	-1
19000	1.5843299	0.9498463	491.871	1166718	76582	32.285835	484691	204.33853	0	1	6	955.5	663	2372	0	85838	32.285835	0	2372	76582	179.98782	484691	2216	5	-1
19001	2.1935484	0.92063464	131.18182	20202	3195	20.746754	10729	69.668831	0	0	6	169	651	154	0	0	20.746753	0	154	3195	69.668831	10729	154	5	-1
19002	1.718689	0.92545876	346.95169	847256	73214	29.981163	299872	122.79771	0	0	6	186.5	670.5	2442	0	0	29.981163	0	2442	73214	122.79771	299872	2442	5	-1
19003	1.7665394	0.95367761	353.53586	552223	51122	32.728554	141699	90.716393	3	3	6	1208.5	667.5	1562	10456	8967.0001	27.366083	76	1486	40666	88.252659	131243	1504	5	-1
19004	1.7438272	0.96415163	370.91129	957322	59840	23.184813	348354	134.96861	0	1	6	502.5	677	2581	0	2355	23.184812	0	2581	59840	134.83983	348354	2566	5	-1
19005	1.8320463	0.96575426	399.00812	1031436	130298	50.405415	297665	115.15087	4	0	6	1773	682.5	2585	33734	0	39.869529	163	2422	96564	115.15087	263931	2585	5	-1
19006	1.7783019	0.96336428	378.83829	789499	62811	30.139635	272740	130.87332	0	0	6	28	682	2084	0	0	30.139635	0	2084	62811	130.87332	272740	2084	5	-1
19007	1.5364418	0.97606992	497.78201	1096116	61516.004	27.936422	239845	108.92143	1	0	6	1063.5	688	2202	12010	0	23.122842	61	2141	49506.004	108.92144	227835	2202	5	-1
19008	2.5348953	0.87976728	294.20575	573407	53379	27.387892	172309	88.408928	0	1	6	1566	684	1949	0	19577	27.387891	0	1949	53379	83.368996	172309	1832	5	-1
19009	3.3963964	0.81540344	48.254719	5115	1583	14.933962	1665	15.707547	0	0	6	1729.5	675	106	0	0	14.933962	0	106	1583	15.707547	1665	106	5	-1
19010	1.7966102	0.96442891	403.60233	869763	74535	34.587006	276380	128.25058	0	0	6	388.5	719.5	2155	0	0	34.587007	0	2155	74535	128.25058	276380	2155	5	-1
19011	1.6657116	0.97938432	486.10889	1017912	42661	20.372971	262956	125.57593	1	0	6	1432	719.5	2094	1156	0	19.973532	16	2078	41505	125.57593	261800	2094	5	-1
19012	2.2338028	0.93847232	303.86038	537529	51220	28.954212	207383	117.23177	1	0	6	1924.5	714	1769	5649	0	26.265706	34	1735	45571	117.23177	201734	1769	5	-1
19013	2.6371498	0.85610489	290.16647	801729.94	93542	33.855228	379997	137.53058	1	0	6	879.5	729	2763	21491	0	26.735065	68	2695	72051	137.53058	358506	2763	5	-1
19014	1.9096489	0.87166231	615.08875	2322575	258226	68.386124	472123	125.03258	0	3	6	1344.5	739.5	3776	0	41260	68.386123	0	3776	258226	121.95386	472123	3533	5	-1
19015	1.6500445	0.96500635	495.2157	555632	28049	24.999109	150699	134.31284	1	0	6	1134	727	1122	1260	0	24.243439	17	1105	26789	134.31283	149439	1122	5	-1
19016	1.5588858	0.98266913	355.15601	1004026	68728	24.311283	318489	112.65971	1	1	6	1660.5	736	2827	832	2231	24.102236	10	2817	67896	112.4273	317657	2813	5	-1
19017	1.733972	0.91335954	296.95163	773559	75273	28.895586	310178	119.07025	2	1	6	797	741.5	2605	18431	10804	22.637196	94	2511	56842	117.86378	291747	2540	5	-1
19018	2.2517789	0.92082267	309.09741	561630	72176	39.722618	172173	94.756744	1	1	6	196.5	752.5	1817	2130	71581	38.957731	19	1798	70046	58.929115	170043	1707	5	-1
19019	1.8892966	0.94350024	346.70633	559584	64059	39.68959	163035	101.01301	0	0	6	958.5	750	1614	0	0	39.689591	0	1614	64059	101.01301	163035	1614	5	-1
19020	1.8073546	0.95467858	314.64941	565425	35488	19.74847	169051	94.074013	1	0	6	633.5	758.5	1797	607	0	19.519306	10	1787	34881	94.074012	168444	1797	5	-1
19021	2.0220501	0.9483274	325.52454	543626	58422	34.983234	149899	89.75988	2	2	6	91.5	764	1670	4020	65541.996	33.232743	33	1637	54402	57.385717	145879	1470	5	-1
19022	1.8329554	0.94702912	430.26279	1118253	80558	30.995768	293489	112.92382	3	0	6	1498	780	2599	13026	0	27.121285	109	2490	67532	112.92382	280463	2599	5	-1
19023	1.6050594	0.98046269	285.06009	550166	107664	55.784454	212531	110.11969	2	0	6	1884	775	1930	26658	0	44.68064	117	1813	81006	110.11969	185873	1930	5	-1
19024	1.5266667	0.95708083	606.1026	1157656	65667	34.380627	362414	189.74554	0	1	6	1032.5	776.5	1910	0	22402	34.380628	0	1910	65667	181.53337	362414	1873	5	-1
19025	1.6704225	0.9651979	318.54333	562229	57867	32.785835	158762	89.950142	2	2	6	1190.5	779	1765	2443	11558	31.798049	22	1743	55424	86.897285	156319	1694	5	-1
19026	1.6431227	0.97057694	413.50635	553685	34324	25.634056	162186	121.12472	0	0	6	1150.5	775	1339	0	0	25.634055	0	1339	34324	121.12472	162186	1339	5	-1
19027	1.6353004	0.9663328	299.9696	562443	60194	32.103466	252444.98	134.63733	1	0	6	489	784.5	1875	2324	0	31.12964	16	1859	57870	134.63733	250120.98	1875	5	-1
19028	1.4670515	0.97834176	271.90631	563118	58398	28.197971	232048	112.04636	0	0	6	1738.5	799	2071	0	0	28.197972	0	2071	58398	112.04635	232048	2071	5	-1
19029	5.4659091	0.69051546	93.202309	16123.999	3428	19.815029	4216	24.369942	0	0	6	2043.5	787.5	173	0	0	19.815029	0	173	3428	24.369942	4216	173	5	-1
19030	2.4058457	0.91359333	277.24466	571124	82157	39.882038	233395	113.29855	1	0	6	283	821	2060	9485	0	36.592145	74	1986	72672	113.29854	223910	2060	5	-1
19031	1.9579109	0.8951384	464.40094	2862103	338771	54.968521	1400095	227.17751	4	0	6	1098.5	833	6163	22465	0	52.665002	157	6006	316306	227.17751	1377630	6163	5	-1
19032	1.9047955	0.94397268	401.15137	559205	57360	41.147778	179336	128.6485	2	2	6	1016.5	810.5	1394	5986	102847	37.802796	35	1359	51374	64.876166	173350	1179	5	-1
