Object ID	Total Intensity telo 550	Mean Intensity telo 550	Area 	Center X 	Center Y 	Parent Object ID (MO)	Parent Trace ID
17169	7145	91.602562	78	2032.5	1625	16064	-1
17170	9093	171.56604	53	131	1656	16066	-1
17171	2673	89.099998	30	121	1664	16066	-1
17172	698	69.800003	10	134	1664	16066	-1
17173	4725	105	45	608	1668	16068	-1
17174	2515	78.59375	32	812	1632	16069	-1
17175	11063	221.25999	50	1575	1632	16072	-1
17176	4419	184.125	24	1563	1637	16072	-1
17177	7915	208.28947	38	371.5	1628	16073	-1
17178	1392	63.272728	22	390	1631	16073	-1
17179	10758	326	33	1470.5	1660	16074	-1
17180	730	73	10	959	1646.5	16075	-1
17181	16743	304.41818	55	991	1656.5	16075	-1
17182	2557	79.90625	32	967.5	1664.5	16075	-1
17183	1977	116.29412	17	305.5	1655.5	16076	-1
17184	1927.9999	68.85714	28	1863.5	1655.5	16077	-1
17185	2089	122.88235	17	862.5	1639	16078	-1
17186	3630	98.108109	37	1679.5	1661.5	16079	-1
17187	5893	143.7317	41	1675	1686	16079	-1
17188	3526	185.57895	19	478	1692.5	16080	-1
17189	14635	185.25316	79	4.5	1675	16081	-1
17190	14191	208.69118	68	555	1663.5	16082	-1
17191	2060	98.095238	21	575.5	1673	16082	-1
17192	11155	223.10001	50	538.5	1677	16082	-1
17193	6819	123.98182	55	1780.5	1705	16091	-1
17194	6704	171.89743	39	1448	1728.5	16092	-1
17195	970	88.181816	11	1433	1739	16092	-1
17196	24468	401.11475	61	1043.5	1708.5	16093	-1
17197	10640	171.6129	62	1032.5	1715.5	16093	-1
17198	11675	204.82455	57	1024	1729.5	16093	-1
17199	12630	137.28261	92	1049.5	1738.5	16093	-1
17200	10227	192.96227	53	1037.5	1744	16093	-1
17201	4875	118.90244	41	940.5	1743.5	16094	-1
17202	1074	82.615387	13	953.5	1741	16094	-1
17203	1989	142.07143	14	934.5	1743	16094	-1
17204	1346	112.16666	12	928	1750	16094	-1
17205	6947	182.8158	38	949	1752.5	16094	-1
17206	7357	222.93939	33	997	1711	16095	-1
17207	2744	137.2	20	1017.5	1728.5	16095	-1
17208	1338	111.5	12	348.5	1756.5	16096	-1
17209	13249	276.02084	48	1159	1725	16097	-1
17210	956	79.666664	12	1509.5	1745.5	16098	-1
17211	7784.9995	149.71153	52	1526.5	1765.5	16098	-1
17212	5394	158.64706	34	662.5	1730	16101	-1
17213	1493.0001	135.72728	11	642.5	1750.5	16101	-1
17214	1547	85.944443	18	212	1750	16102	-1
17215	1067	106.7	10	433.5	1770	16103	-1
17216	2441	90.40741	27	2043	1773.5	16104	-1
17217	1060	75.714287	14	1071	1767	16105	-1
17218	1128	66.352943	17	1657.5	1748.5	16106	-1
17219	6564	177.40541	37	1680.5	1752.5	16106	-1
17220	1393	107.15385	13	876	1810.5	16111	-1
17221	1182	62.210526	19	79.5	1767	16112	-1
17222	21005	256.15854	82	39	1780.5	16112	-1
17223	2699	168.6875	16	1027.5	1764.5	16113	-1
17224	1639	86.263161	19	1343.5	1790.5	16114	-1
17225	1809	106.41177	17	1341.5	1802.5	16114	-1
17226	2051	78.884613	26	1334.5	1805.5	16114	-1
17227	2586	107.75	24	281	1822	16116	-1
17228	955	73.46154	13	302	1823	16116	-1
17229	3478	75.608696	46	1753.5	1851	16117	-1
17230	28605	414.56522	69	1440.5	1799.5	16118	-1
17231	7936	193.56097	41	1441.5	1814	16118	-1
17232	9378	312.60001	30	707	1799.5	16120	-1
17233	2875	143.75	20	744.5	1799.5	16120	-1
17234	12547	209.11667	60	721	1805	16120	-1
17235	8950	203.40909	44	1253.5	1821	16121	-1
17236	913	83	11	1243	1821	16121	-1
17237	26745	387.6087	69	1224.5	1833	16121	-1
17238	7396	172	43	476	1821.5	16123	-1
17239	4139	84.469391	49	592	1826	16124	-1
17240	883	63.07143	14	606	1827	16124	-1
17241	2065	71.206894	29	322	1842.5	16125	-1
17242	7547.9995	179.71428	42	384.5	1834	16129	-1
17243	2495	166.33333	15	832.5	1851	16130	-1
17244	3802.0002	200.10527	19	787.5	1869	16130	-1
17245	835	83.5	10	1083	1854	16131	-1
17246	1007.9999	91.63636	11	1079	1869	16131	-1
17247	7196	146.85715	49	927	1901	16133	-1
17248	5690	105.37037	54	1716.5	1898	16134	-1
17249	1060	81.53846	13	44.5	1862	16135	-1
17250	2790	87.1875	32	2.5	1907.5	16136	-1
17251	12798.999	164.08974	78	1944	1878.5	16138	-1
17252	1970	93.809525	21	685	1917.5	16139	-1
17253	6992	174.8	40	119	1893	16140	-1
17254	7601	138.2	55	143	1898.5	16140	-1
17255	8041	174.80435	46	1304.5	1947	16142	-1
17256	713	71.300003	10	1632.5	1941.5	16144	-1
17257	752	75.199997	10	1610.5	1943.5	16144	-1
17258	971	80.916664	12	1511.5	1905	16145	-1
17259	1891	99.526314	19	1500	1928.5	16145	-1
17260	2108	110.94736	19	458	1947.5	16148	-1
17261	3017	158.78947	19	523.5	1913.5	16150	-1
17262	17250	202.94118	85	531.5	1922	16150	-1
17263	1998.9999	86.91304	23	529	1954	16150	-1
17264	1224	76.5	16	518	1957.5	16150	-1
17265	5638	108.42308	52	1813.5	1954	16153	-1
17266	1304	56.695652	23	1784	1959	16153	-1
17267	3740.0002	83.111115	45	1830.5	1973	16153	-1
17268	25327	275.29349	92	920	1960	16154	-1
17269	2784	121.04348	23	930.5	1969.5	16154	-1
17270	716	71.599998	10	924	1978.5	16154	-1
17271	3364	78.232559	43	618	1985.5	16155	-1
17272	2381	99.208336	24	1506.5	1976	16156	-1
17273	9919	165.31667	60	142.5	1966	16157	-1
17274	22059	290.25	76	127	1990.5	16157	-1
17275	2111	111.10526	19	112.5	2005.5	16157	-1
17276	664	66.400002	10	363	1979	16158	-1
17277	818	68.166664	12	354	1982	16158	-1
17278	1314	82.125	16	1210	1984.5	16159	-1
17279	2499	113.59091	22	1220	1990.5	16159	-1
17280	1680	98.823532	17	1206.5	1996.5	16159	-1
17281	3450	98.571426	35	1202.5	2016.5	16159	-1
17282	2203	115.94736	19	740.5	1999.5	16161	-1
17283	6371	176.97223	36	1898	2033.5	16162	-1
17284	6823.9995	145.19148	47	1607.5	2011.5	16163	-1
17285	5520	110.4	50	1631.5	2026	16163	-1
17286	2488	146.35294	17	414.5	2041	16165	-1
17287	1282	98.615387	13	1485.5	2026	16167	-1
17288	3599.0002	128.53572	28	63	2015	16169	-1
17289	2475	88.39286	28	33	2040.5	16169	-1
17290	24126	395.50821	61	832	2017	16171	-1
17291	8515	166.96078	51	1895	2036.5	16172	-1
17292	1682	120.14286	14	155	2046.5	16174	-1
17293	17844	356.88	50	949.5	2038.5	16176	-1
17294	5680	123.47826	46	1558.5	2045	16178	-1
17295	9081	313.13794	29	1318	27.5	16181	-1
17296	1227	94.384613	13	1341	27.5	16181	-1
17297	1749	102.88235	17	1544	23	16183	-1
17298	865	66.53846	13	1802	13.5	16186	-1
17299	5731	104.2	55	1241	21.5	16188	-1
17300	2925	117	25	516.5	25	16189	-1
17301	4879	113.46512	43	665.5	42	16191	-1
17302	12663	160.29114	79	644.5	47.5	16191	-1
17303	3552	101.48572	35	631.5	51	16191	-1
17304	4673	108.67442	43	935.5	36.5	16192	-1
17305	3504	94.702705	37	945	50	16192	-1
17306	3614	190.21053	19	955.5	49.5	16192	-1
17307	4874	147.69698	33	931.5	50	16192	-1
17308	3257	162.85001	20	873.5	29	16193	-1
17309	1230	102.5	12	884	32	16193	-1
17310	8350	105.69621	79	1762	47.5	16195	-1
17311	3168	90.514282	35	1729	51	16195	-1
17312	806	73.272728	11	1754.5	53	16195	-1
17313	1407	100.5	14	1771	59.5	16195	-1
17314	1244	103.66666	12	1731	72.5	16195	-1
17315	3527	146.95833	24	1285	37	16198	-1
17316	855	71.25	12	60.5	61	16206	-1
17317	2943	140.14285	21	525.5	109	16208	-1
17318	2072	86.333336	24	1934	109	16209	-1
17319	7358	237.35484	31	1611	114	16210	-1
17320	695	69.5	10	288.5	81.5	16213	-1
17321	8812	97.91111	90	291	105.5	16213	-1
17322	6004	98.426231	61	287.5	124.5	16213	-1
17323	3509	129.96297	27	984	138	16215	-1
17324	10498	201.88461	52	1482	141.5	16219	-1
17325	1177	90.53846	13	2019	138	16222	-1
17326	14135	191.01352	74	1782	132	16223	-1
17327	1099	109.9	10	1811.5	139.5	16223	-1
17328	1109	79.214287	14	1791	150.5	16223	-1
17329	4220	248.23529	17	160	158	16225	-1
17330	806	73.272728	11	1883.5	154.5	16226	-1
17331	1338	78.705879	17	1883.5	171	16226	-1
17332	1046	69.73333	15	1865	175.5	16226	-1
17333	1845	80.217392	23	1880	175.5	16226	-1
17334	4602	148.45161	31	1721.5	155	16227	-1
17335	1678	104.875	16	1112.5	162.5	16228	-1
17336	2390	82.413795	29	786	176.5	16230	-1
17337	6560.9995	156.21428	42	1577.5	198	16233	-1
17338	25458	259.77551	98	963	192	16234	-1
17339	10760	233.91304	46	943	196.5	16234	-1
17340	1561	91.823532	17	1467	182	16237	-1
17341	2319	82.821426	28	1474	181.5	16237	-1
17342	834	75.818184	11	1479	198	16237	-1
17343	1850	74	25	1671	191	16238	-1
17344	860	78.181816	11	1693	194	16238	-1
17345	3173	167	19	1656.5	202	16238	-1
17346	5839	73.911392	79	240.5	194.5	16239	-1
17347	1591	93.588234	17	239.5	210.5	16239	-1
17348	5344	109.06123	49	576	194.5	16240	-1
17349	6089	124.2653	49	575.5	210.5	16240	-1
17350	1067	62.764706	17	1271.5	202.5	16243	-1
17351	1049	69.933334	15	1274	226.5	16243	-1
17352	12463	163.98685	76	333.5	201.5	16244	-1
17353	720	72	10	323.5	230.5	16244	-1
17354	2869	159.38889	18	954	239.5	16249	-1
17355	1086	72.400002	15	1110	235.5	16250	-1
17356	8067.0005	164.63266	49	2007.5	241.5	16252	-1
17357	7220	93.766235	77	787.5	243.5	16254	-1
17358	886	68.153847	13	323.5	232.5	16255	-1
17359	745	67.727272	11	305.5	238.5	16255	-1
17360	6788	161.61905	42	405	254.5	16256	-1
17361	556	55.599998	10	257.5	234	16258	-1
17362	1062	75.85714	14	1497	254.5	16259	-1
17363	2354	117.7	20	1291.5	240.5	16263	-1
17364	5407	122.88636	44	573.5	265.5	16264	-1
17365	1216	86.85714	14	1014	270.5	16266	-1
17366	1314	101.07692	13	1008	271.5	16266	-1
17367	1076	82.769234	13	1009	280	16266	-1
17368	3957	123.65625	32	1667	278.5	16268	-1
17369	3189	74.162788	43	47.5	281.5	16270	-1
17370	8946	102.82758	87	169.5	305.5	16273	-1
17371	2917	121.54166	24	1554.5	296	16274	-1
17372	3604	225.25	16	1068.5	325.5	16279	-1
17373	2674	89.133331	30	1170.5	307	16281	-1
17374	6748	146.69565	46	1158.5	313.5	16281	-1
17375	10139	129.98718	78	1598.5	342.5	16282	-1
17376	797	72.454544	11	1365	335	16283	-1
17377	1296	76.235291	17	327.5	312.5	16286	-1
17378	3700	92.5	40	322	331	16286	-1
17379	21183	213.9697	99	1645.5	331.5	16287	-1
17380	29995.002	348.77908	86	1651	343.5	16287	-1
17381	4946	93.320755	53	11	335.5	16289	-1
17382	849	60.642857	14	20	335.5	16289	-1
17383	5989	115.17308	52	1217.5	340	16293	-1
17384	8187	113.70834	72	1217.5	355	16293	-1
17385	1162	64.555557	18	1113	359.5	16294	-1
17386	14908	438.47058	34	1541.5	375.5	16295	-1
17387	13577	218.98387	62	1734	364.5	16297	-1
17388	9143	96.242104	95	1013.5	359	16298	-1
17389	7698.0005	153.96001	50	1155.5	348	16302	-1
17390	16126	204.12659	79	1139.5	359	16302	-1
17391	6429	114.80357	56	1160.5	362.5	16302	-1
17392	775	64.583336	12	607	367	16303	-1
17393	1512	72	21	215	374.5	16305	-1
17394	1953	69.75	28	172	390.5	16305	-1
17395	974	97.400002	10	1820	382.5	16306	-1
17396	17248	177.81444	97	1705.5	380	16307	-1
17397	2811	133.85715	21	1707.5	406.5	16307	-1
17398	1644	65.760002	25	405.5	409	16308	-1
17399	1412	128.36363	11	1881	386.5	16311	-1
17400	3172	79.300003	40	682.5	400	16314	-1
17401	2815	80.428574	35	1236	413	16315	-1
17402	1239	82.599998	15	450	414	16322	-1
17403	742	61.833332	12	424	425	16322	-1
17404	18285	215.11765	85	1193.5	420	16324	-1
17405	740	67.272728	11	1178	444	16324	-1
17406	2407	104.65218	23	1107.5	437.5	16325	-1
17407	583	58.299999	10	1090	462	16325	-1
17408	1424	67.809525	21	898.5	467	16327	-1
17409	980	89.090912	11	1586.5	447	16328	-1
17410	3106	110.92857	28	1564	474.5	16328	-1
17411	7722.0005	157.59184	49	1923	469	16329	-1
17412	732.99994	66.63636	11	1392	453.5	16330	-1
17413	11727	123.44211	95	138.5	468	16332	-1
17414	8789	135.21538	65	943.5	459	16333	-1
17415	12376	179.36232	69	517.5	467.5	16335	-1
17416	2408	80.26667	30	1631	489.5	16336	-1
17417	1449	80.5	18	1727.5	453	16337	-1
17418	6160	96.25	64	1218.5	489	16342	-1
17419	1206	86.14286	14	1997.5	486	16343	-1
17420	2538	115.36364	22	1979.5	498	16343	-1
17421	1530	109.28571	14	1968	509.5	16343	-1
17422	2188	72.933334	30	819	489	16344	-1
17423	10015	188.96227	53	2015.5	514.5	16345	-1
17424	1306	62.190475	21	214.5	486	16347	-1
17425	1461	97.400002	15	226	529	16347	-1
17426	16776	174.75	96	223.5	541	16347	-1
17427	17157	256.07462	67	1921.5	510	16348	-1
17428	7170	239	30	1396.5	524.5	16349	-1
17429	2939	127.78261	23	1718	537	16350	-1
17430	996	90.545456	11	1158	550	16351	-1
17431	2884	125.3913	23	1888	503	16353	-1
17432	3742	116.9375	32	1888	512	16353	-1
17433	17676	289.77048	61	1791.5	523.5	16355	-1
17434	19847	279.53522	71	1780.5	531.5	16355	-1
17435	5059	297.58823	17	1349.5	573.5	16361	-1
17436	2564	71.222221	36	864	563	16363	-1
17437	4119	137.3	30	1934	555.5	16365	-1
17438	14583	224.35385	65	1950.5	575	16365	-1
17439	3706.0002	148.24001	25	1925	580.5	16365	-1
17440	6016	111.40741	54	547	587	16366	-1
17441	1681	112.06667	15	1754	594	16368	-1
17442	4155	112.29729	37	143.5	591.5	16370	-1
17443	5215	208.60001	25	687.5	610	16373	-1
17444	17787	179.66667	99	1092	589	16377	-1
17445	7424	117.84127	63	908	626.5	16379	-1
17446	8027	243.24243	33	1769.5	632.5	16382	-1
17447	5641	134.30952	42	320	637.5	16383	-1
17448	1850	108.82353	17	804	623.5	16384	-1
17449	1231	94.692307	13	2024.5	608	16387	-1
17450	1085	72.333336	15	2020.5	616.5	16387	-1
17451	3789	114.81818	33	1189	629.5	16388	-1
17452	3709	80.630432	46	1516.5	652.5	16391	-1
17453	2086	90.695656	23	394.5	632	16393	-1
17454	2511	69.75	36	389	657	16393	-1
17455	646	64.599998	10	229.5	636	16394	-1
17456	1911	65.896553	29	237.5	654	16394	-1
17457	6630	161.70732	41	1970	660.5	16397	-1
17458	15598	226.05797	69	1969.5	672	16397	-1
17459	1398	66.571426	21	855	658.5	16399	-1
17460	1880.0001	67.14286	28	850	674.5	16399	-1
17461	7852	212.21622	37	1298.5	657.5	16401	-1
17462	18211	197.94565	92	1279	667	16401	-1
17463	1308	87.199997	15	1990.5	680	16406	-1
17464	2921	121.70834	24	1611.5	696	16407	-1
17465	1278	79.875	16	73.5	730.5	16408	-1
17466	952	68	14	1858	685.5	16409	-1
17467	9432	149.71428	63	25.5	695	16411	-1
17468	2571	80.34375	32	1103	709	16412	-1
17469	679	61.727272	11	1076.5	727	16412	-1
17470	9380	203.91304	46	1309	727.5	16414	-1
17471	2671	133.55	20	1685	712	16423	-1
17472	26375	269.13266	98	1693.5	720.5	16423	-1
17473	3779	157.45833	24	547	721	16426	-1
17474	5908	111.47169	53	524.5	728	16426	-1
17475	12046	148.71605	81	557	736.5	16426	-1
17476	8469	172.83673	49	2026	762	16428	-1
17477	2937	127.69566	23	749	776.5	16432	-1
17478	13596	167.85185	81	1518.5	769.5	16433	-1
17479	25179	349.70834	72	1391	794.5	16438	-1
17480	4046	84.291664	48	1268	768.5	16440	-1
17481	3358	73	46	260.5	802	16441	-1
17482	3116	76	41	52.5	803.5	16442	-1
17483	13685	152.05556	90	1193.5	784.5	16443	-1
17484	2355	147.1875	16	1396.5	794.5	16444	-1
17485	1498	74.900002	20	1405	803	16444	-1
17486	1143	71.4375	16	1606.5	789	16446	-1
17487	7898	105.30666	75	1611.5	802	16446	-1
17488	1729	78.590912	22	1603.5	807	16446	-1
17489	22405.998	290.987	77	676.5	794.5	16448	-1
17490	879	73.25	12	1662	806	16450	-1
17491	7729.9995	168.04347	46	1751.5	831	16452	-1
17492	1159	89.153847	13	1169	808	16455	-1
17493	1480	113.84615	13	869.5	832.5	16457	-1
17494	18067	282.29688	64	873.5	842.5	16457	-1
17495	2130	101.42857	21	1868	839	16459	-1
17496	1247	73.352943	17	124.5	834	16461	-1
17497	11564	218.18867	53	99.5	860.5	16461	-1
17498	3018	131.21739	23	1822	835.5	16463	-1
17499	1806	82.090912	22	821.5	831	16464	-1
17500	12888	159.11111	81	816	863	16464	-1
17501	41970	476.93182	88	1661.5	854.5	16466	-1
17502	928	77.333336	12	262.5	870	16467	-1
17503	996	66.400002	15	518.5	878	16469	-1
17504	6148	120.54902	51	31	867	16473	-1
17505	3674	126.68965	29	1938.5	898	16476	-1
17506	15574.001	167.46237	93	1076	895.5	16480	-1
17507	11652	176.54546	66	1235.5	913.5	16483	-1
17508	2635	94.10714	28	1224.5	912.5	16483	-1
17509	6070	94.84375	64	1004	903	16484	-1
17510	8294	84.632652	98	652.5	929.5	16487	-1
17511	5101	154.57576	33	1151	905.5	16489	-1
17512	2847	86.272728	33	1721.5	930.5	16496	-1
17513	1978	109.88889	18	1696.5	939.5	16496	-1
17514	8822	106.28915	83	277.5	953	16497	-1
17515	15635	162.86458	96	308	956	16497	-1
17516	14456.001	272.75473	53	1626.5	949	16498	-1
17517	1816	121.06667	15	1620	959.5	16498	-1
17518	2672	83.5	32	2006.5	972	16505	-1
17519	933	93.300003	10	645	985	16506	-1
17520	1494	114.92308	13	945.5	972	16507	-1
17521	5982	314.8421	19	1036.5	1021.5	16508	-1
17522	1641	96.529411	17	1751.5	988	16516	-1
17523	29560.998	298.59595	99	1830.5	1026.5	16517	-1
17524	1614	107.6	15	1570	1006.5	16519	-1
17525	2435	121.75	20	1596.5	1031	16519	-1
17526	38425	462.95181	83	1578	1036.5	16519	-1
17527	10043	304.33334	33	1421.5	1012.5	16520	-1
17528	11739	239.57143	49	1440	1037	16520	-1
17529	1512	100.8	15	1345	1034.5	16522	-1
17530	29745	313.10526	95	1636.5	1025	16525	-1
17531	5495	109.9	50	344	1027.5	16527	-1
17532	3108	111	28	967.5	1020.5	16529	-1
17533	7626	138.65454	55	739	1069.5	16532	-1
17534	9700	140.57971	69	187.5	1040	16534	-1
17535	7781	85.505493	91	21.5	1069.5	16535	-1
17536	2382	140.11765	17	1238	1066	16536	-1
17537	4748	143.87878	33	1240	1075.5	16536	-1
17538	8442	111.07895	76	253.5	1095	16538	-1
17539	6781	138.38776	49	1876.5	1087.5	16540	-1
17540	930	93	10	1857.5	1099.5	16540	-1
17541	997	99.699997	10	1862	1122	16540	-1
17542	3745	66.875	56	588.5	1102.5	16541	-1
17543	9885	260.13159	38	1281.5	1091	16542	-1
17544	1238	72.823532	17	1543.5	1098	16543	-1
17545	1980	180	11	1510.5	1100	16543	-1
17546	12833	278.97827	46	1180.5	1092	16546	-1
17547	5260	154.70589	34	977.5	1095	16548	-1
17548	4632	118.76923	39	995.5	1113.5	16548	-1
17549	2793	126.95454	22	1034.5	1100.5	16551	-1
17550	1296	64.800003	20	1051.5	1104	16551	-1
17551	6770	127.73585	53	502	1102.5	16552	-1
17552	1019	67.933334	15	1910.5	1138	16554	-1
17553	9600	160	60	1922.5	1144	16554	-1
17554	2915	107.96296	27	1977	1148	16556	-1
17555	3899	72.203705	54	48	1128	16557	-1
17556	18286	217.69048	84	1401.5	1165	16560	-1
17557	9510	250.26315	38	1410	1174	16560	-1
17558	6700	176.3158	38	1251	1162.5	16562	-1
17559	1925	120.3125	16	1730.5	1170	16565	-1
17560	852	65.53846	13	998	1163.5	16567	-1
17561	5565	222.60001	25	1011.5	1172	16567	-1
17562	10856	293.4054	37	983	1182.5	16567	-1
17563	6630	195	34	1558.5	1176.5	16568	-1
17564	1821	91.050003	20	1877	1197.5	16571	-1
17565	6205	172.36111	36	2045.5	1177.5	16574	-1
17566	2715	69.615387	39	150	1200.5	16575	-1
17567	1525	72.619049	21	23	1183	16576	-1
17568	13518	281.625	48	1339.5	1185.5	16577	-1
17569	7954.9995	176.77777	45	1341	1205	16577	-1
17570	10577	139.17105	76	1326	1209	16577	-1
17571	3279	102.46875	32	977	1214.5	16580	-1
17572	7911	188.35715	42	593.5	1258.5	16582	-1
17573	24915	444.91071	56	610.5	1258.5	16582	-1
17574	10024	167.06667	60	1051.5	1228.5	16583	-1
17575	9103	119.77631	76	914.5	1249	16584	-1
17576	1695	141.25	12	1654	1260.5	16586	-1
17577	1566	111.85714	14	1530	1231.5	16591	-1
17578	3011	83.638885	36	1540	1243	16591	-1
17579	3953	188.2381	21	1516	1244	16591	-1
17580	13556.001	180.74667	75	1533.5	1273.5	16591	-1
17581	8126	153.32076	53	2009.5	1236	16592	-1
17582	1082	98.36364	11	116.5	1285.5	16594	-1
17583	1870	85	22	1310.5	1283	16596	-1
17584	8116	225.44444	36	1419	1270	16598	-1
17585	22474	231.69072	97	1711.5	1281	16599	-1
17586	1611	59.666668	27	672	1282.5	16600	-1
17587	1072	67	16	991	1276	16602	-1
17588	3095	73.690475	42	995.5	1297	16602	-1
17589	1178	117.8	10	1140	1291	16603	-1
17590	4335	120.41666	36	1880.5	1290.5	16604	-1
17591	2158	77.071426	28	1862	1296	16604	-1
17592	3267	108.9	30	1781	1315.5	16606	-1
17593	1496	83.111115	18	2020.5	1325.5	16607	-1
17594	2680	78.823532	34	1976	1337	16607	-1
17595	2859	81.685715	35	862	1314.5	16610	-1
17596	11922	161.10811	74	431.5	1339	16611	-1
17597	4101	100.02439	41	632	1361	16612	-1
17598	4792	159.73334	30	795.5	1371	16615	-1
17599	2116	92	23	114.5	1329	16616	-1
17600	10193	208.0204	49	145.5	1355.5	16616	-1
17601	4610	148.70967	31	496	1322	16617	-1
17602	21966	271.18518	81	507.5	1327	16617	-1
17603	15140	172.04546	88	10.5	1332	16618	-1
17604	2814	87.9375	32	2028	1357.5	16619	-1
17605	1333	63.476189	21	47	1356.5	16622	-1
17606	1477	73.849998	20	36	1360.5	16622	-1
17607	1117	101.54546	11	1674	1351	16623	-1
17608	3517	109.90625	32	1659	1359	16623	-1
17609	863	86.300003	10	1393	1350	16624	-1
17610	4292	178.83333	24	1388.5	1368	16624	-1
17611	6263	250.52	25	1393	1412.5	16624	-1
17612	2359	131.05556	18	1381.5	1413.5	16624	-1
17613	2621	131.05	20	1885	1373.5	16625	-1
17614	8484	217.53847	39	1908	1376.5	16625	-1
17615	19991	217.29347	92	1908.5	1389	16625	-1
17616	1122	102	11	1288	1362	16627	-1
17617	16313.001	196.54218	83	920	1384.5	16628	-1
17618	5640	97.241379	58	399	1373.5	16630	-1
17619	10813	111.47423	97	383.5	1385	16630	-1
17620	1835	87.380951	21	358.5	1388	16632	-1
17621	5513	110.26	50	340	1433	16632	-1
17622	1431	110.07692	13	827.5	1391	16633	-1
17623	6142	113.74074	54	1783	1400	16636	-1
17624	11809	251.25533	47	1768.5	1404	16636	-1
17625	3490	174.5	20	1717	1419.5	16639	-1
17626	1708	63.259258	27	93.5	1433	16640	-1
17627	1295	64.75	20	516	1435	16641	-1
17628	2052	102.6	20	986	1415	16645	-1
17629	5655.0005	152.83784	37	972.5	1423.5	16645	-1
17630	4678	116.95	40	978.5	1453.5	16645	-1
17631	765	69.545456	11	2025	1441	16646	-1
17632	8241	137.35001	60	2021.5	1450	16646	-1
17633	2994	136.09091	22	1483.5	1473	16647	-1
17634	873	87.300003	10	1565	1441.5	16648	-1
17635	2964.9998	134.77272	22	1565.5	1461	16648	-1
17636	14301	223.45313	64	1577	1474.5	16648	-1
17637	2545	141.38889	18	1555.5	1479.5	16648	-1
17638	2551	134.26315	19	1550.5	1496	16648	-1
17639	3292	126.61539	26	1867	1470	16649	-1
17640	4751	175.96297	27	1726	1438	16650	-1
17641	1865	98.157898	19	1725.5	1448	16650	-1
17642	2931	172.41176	17	1737.5	1469.5	16650	-1
17643	21490	279.09091	77	499.5	1461	16653	-1
17644	4867	72.641792	67	470.5	1481	16653	-1
17645	9520	137.97101	69	871	1482.5	16654	-1
17646	13522.999	164.91463	82	973.5	1485	16655	-1
17647	1976	98.800003	20	993.5	1496	16655	-1
17648	4507	166.92592	27	1649.5	1486.5	16660	-1
17649	6045	128.61702	47	1678	1518.5	16661	-1
17650	6558	96.441177	68	278	1487.5	16663	-1
17651	852	71	12	300.5	1486	16663	-1
17652	17670	220.875	80	1777.5	1492	16665	-1
17653	772	70.181816	11	1798	1500.5	16665	-1
17654	4044	103.69231	39	1910.5	1496.5	16666	-1
17655	17202	189.03297	91	1928.5	1510.5	16666	-1
17656	3153	108.72414	29	1893.5	1533	16666	-1
17657	1612	76.761902	21	1880.5	1539.5	16666	-1
17658	764	69.454544	11	793.5	1510	16667	-1
17659	8632	183.65958	47	771.5	1526.5	16667	-1
17660	21098	383.60001	55	184.5	1543.5	16669	-1
17661	4685	91.862747	51	154	1555.5	16669	-1
17662	4581	127.25	36	1381.5	1541	16671	-1
17663	11295	225.89999	50	1377	1563	16671	-1
17664	4896	92.377357	53	1996	1565	16673	-1
17665	9825	122.8125	80	1963	1568.5	16673	-1
17666	18638	315.89832	59	921.5	1548.5	16676	-1
17667	4049	96.404762	42	29	1610.5	16681	-1
17668	4592	117.74359	39	546	1585	16684	-1
17669	5389	117.15218	46	522.5	1591	16684	-1
17670	12132	224.66667	54	1069	1616.5	16685	-1
17671	11596.001	257.6889	45	1068	1631.5	16685	-1
17672	3032	159.57895	19	238	1583.5	16687	-1
17673	6010	101.86441	59	218.5	1600.5	16687	-1
17674	4981	155.65625	32	1706.5	1609	16688	-1
17675	6114	203.8	30	1763	1603.5	16689	-1
17676	3691	184.55	20	1236	1639	16692	-1
17677	6476	93.855072	69	654	1623.5	16693	-1
17678	6476	93.855072	69	641	1630.5	16693	-1
17679	6033	262.30435	23	1329	1609	16695	-1
17680	8628	118.19178	73	319	1657.5	16696	-1
17681	10664	125.45882	85	534	1644.5	16697	-1
17682	4157	69.283333	60	143.5	1653	16698	-1
17683	1282	85.466667	15	1963.5	1655	16700	-1
17684	1725	115	15	1050	1636.5	16702	-1
17685	2904	93.677422	31	1053.5	1658.5	16702	-1
17686	13230	137.8125	96	1030.5	1661.5	16702	-1
17687	13295.999	260.70587	51	1377.5	1667.5	16710	-1
17688	1019	78.384613	13	1391	1674.5	16710	-1
17689	1897	99.842102	19	1358.5	1700.5	16710	-1
17690	3196	168.21053	19	1702	1659.5	16712	-1
17691	7518	104.41666	72	542	1678	16713	-1
17692	3424	90.105263	38	842.5	1696	16714	-1
17693	3745	133.75	28	752	1690.5	16715	-1
17694	1208	67.111115	18	1873	1700.5	16717	-1
17695	9030	93.092781	97	448.5	1711.5	16718	-1
17696	8486	136.87097	62	2025.5	1706.5	16719	-1
17697	6854	116.16949	59	2032.5	1719.5	16719	-1
17698	12282	211.75862	58	2045	1726	16719	-1
17699	9555	318.5	30	1169	1740.5	16720	-1
17700	8730	109.125	80	111	1709.5	16722	-1
17701	1931.0001	74.269234	26	992	1725	16723	-1
17702	10079	205.69388	49	584.5	1719	16725	-1
17703	2332	70.666664	33	174	1744.5	16727	-1
17704	7350	156.38298	47	1517	1741	16729	-1
